Address,Bldg No,exemptVSincomplete,School Type,Total Geogs,Category,City,Count,County,District Name,ESD,Enroll Text,Enrollment,Geography,Grade,Group,LL,Latitude,Longitude,Number of Records,Percent,Reliable,Reported,School Name,School Year,School District,State,Type,UL,Zip,Has6,Hask
3701 SW 104th Street,2730,exempt,PUBLIC,2764,Exemption,Seattle,2,King,Seattle,Educational Service District 121,563,563,School,K-12,Personal,0.3%,47.50991,-122.37924,1,0.4%,Yes,1,Arbor Heights Elementary School,2018-19,Seattle,WA,PUBLIC,0.5%,98146,0,1
10525 3 AV NW,2977,exempt,PUBLIC,2764,Exemption,Seattle,4,King,Seattle,Educational Service District 121,353,353,School,K-12,Personal,1.0%,47.70534,-122.36085,1,1.1%,Yes,1,Viewlands Elementary School,2018-19,Seattle,WA,PUBLIC,1.4%,98177,0,1
11650 BEACON AV S,3380,exempt,PUBLIC,2764,Exemption,Seattle,1,King,Seattle,Educational Service District 121,251,251,School,K-12,Personal,0.3%,47.49854,-122.26392,1,0.4%,Yes,1,Rainier View Elementary Seattle,2018-19,Seattle,WA,PUBLIC,0.7%,98178,0,1
4000 27 AV W,2183,exempt,PUBLIC,2764,Exemption,Seattle,2,King,Seattle,Educational Service District 121,461,461,School,K-12,Personal,0.3%,47.65664,-122.39095,1,0.4%,Yes,1,Lawton Elementary School,2018-19,Seattle,WA,PUBLIC,0.6%,98199,0,1
Box 220,2222,exempt,PUBLIC,2764,Exemption,Fall City,18,King,Snoqualmie Valley,Educational Service District 121,541,541,School,K-12,Personal,3.2%,47.58487,-121.96819,1,3.3%,Yes,1,Fall City Elementary,2018-19,Snoqualmie Valley,WA,PUBLIC,3.5%,98024,0,1
400 E THIRD ST,2287,exempt,PUBLIC,2764,Exemption,North Bend,27,King,Snoqualmie Valley,Educational Service District 121,518,518,School,K-12,Personal,5.1%,47.49448,-121.77977,1,5.2%,Yes,1,North Bend Elementary School,2018-19,Snoqualmie Valley,WA,PUBLIC,5.4%,98045,0,1
1345 STILLSON AVE SE,4308,exempt,PUBLIC,2764,Exemption,North Bend,28,King,Snoqualmie Valley,Educational Service District 121,527,527,School,K-12,Personal,5.2%,47.48042,-121.76377,1,5.3%,Yes,1,Edwin R Opstad Elementary,2018-19,Snoqualmie Valley,WA,PUBLIC,5.5%,98045,0,1
755 PARK ST,2288,exempt,PUBLIC,2764,Exemption,Snoqualmie,34,King,Snoqualmie Valley,Educational Service District 121,475,475,School,K-12,Personal,7.0%,47.53012,-121.84533,1,7.2%,Yes,1,Snoqualmie Elementary,2018-19,Snoqualmie Valley,WA,PUBLIC,7.4%,98065,0,1
34816 SE Ridge Street,5015,exempt,PUBLIC,2764,Exemption,Snoqualmie,20,King,Snoqualmie Valley,Educational Service District 121,550,550,School,K-12,Personal,3.5%,47.53248,-121.87581,1,3.6%,Yes,1,Cascade View Elementary School,2018-19,Snoqualmie Valley,WA,PUBLIC,3.8%,98065,0,1
34412 SE SWENSON DR,5457,exempt,PUBLIC,2764,Exemption,Snoqualmie,18,King,Snoqualmie Valley,Educational Service District 121,694,694,School,K-12,Personal,2.5%,47.52519,-121.82673,1,2.6%,Yes,1,Timber Ridge Elementary School,2018-19,Snoqualmie Valley,WA,PUBLIC,2.7%,98065,0,1
22620 Sweeney Road SE,3589,exempt,PUBLIC,2764,Exemption,Maple Valle,29,King,Tahoma,Educational Service District 121,487,487,School,K-12,Personal,5.8%,47.39777,-122.04811,1,6.0%,Yes,1,Shadow Lake Elementary,2018-19,Tahoma,WA,PUBLIC,6.2%,98038,0,1
23700 SE 280th Street,4453,exempt,PUBLIC,2764,Exemption,Maple Valle,15,King,Tahoma,Educational Service District 121,678,678,School,K-12,Personal,2.1%,47.35169,-122.02437,1,2.2%,Yes,1,Glacier Park Elementary,2018-19,Tahoma,WA,PUBLIC,2.3%,98038,0,1
25700 Maple Valley Hwy,4415,exempt,PUBLIC,2764,Exemption,Maple Valle,36,King,Tahoma,Educational Service District 121,713,713,School,K-12,Personal,4.9%,47.38623,-122.03102,1,5.0%,Yes,1,Rock Creek Elementary,2018-19,Tahoma,WA,PUBLIC,5.2%,98038,0,1
24425 SE 216th ST,5490,exempt,PUBLIC,2764,Exemption,Maple Valle,46,King,Tahoma,Educational Service District 121,713,713,School,K-12,Personal,6.3%,47.40833,-122.01574,1,6.5%,Yes,1,Tahoma Elementary,2018-19,Tahoma,WA,PUBLIC,6.6%,98038,0,1
24216 Witte Road SE,3286,exempt,PUBLIC,2764,Exemption,Maple Valle,37,King,Tahoma,Educational Service District 121,803,803,School,K-12,Personal,4.5%,47.38315,-122.04818,1,4.6%,Yes,1,Lake Wilderness Elementary,2018-19,Tahoma,WA,PUBLIC,4.7%,98038,0,1
3438 S 148th St,5517,exempt,PUBLIC,2764,Exemption,Tukwila,2,King,Tukwila,Educational Service District 121,178,178,School,K-12,Personal,0.9%,47.47071,-122.28788,1,1.1%,Yes,1,Impact | Puget Sound Elementar,2018-19,Tukwila,WA,PUBLIC,1.6%,98168,0,1
13601 32nd Avenue S,3226,exempt,PUBLIC,2764,Exemption,Tukwila,4,King,Tukwila,Educational Service District 121,468,468,School,K-12,Personal,0.8%,47.48142,-122.29187,1,0.9%,Yes,1,Cascade View Elementary,2018-19,Tukwila,WA,PUBLIC,1.0%,98168,0,1
5939 S 149TH ST,3488,exempt,PUBLIC,2764,Exemption,Tukwila,11,King,Tukwila,Educational Service District 121,539,539,School,K-12,Personal,1.9%,47.4696,-122.25911,1,2.0%,Yes,1,Tukwila Elementary,2018-19,Tukwila,WA,PUBLIC,2.2%,98168,0,1
4415 S 150TH ST,3635,exempt,PUBLIC,2764,Exemption,Tukwila,11,King,Tukwila,Educational Service District 121,375,375,School,K-12,Personal,2.8%,47.4686,-122.27803,1,2.9%,Yes,1,Thorndyke Elementary,2018-19,Tukwila,WA,PUBLIC,3.2%,98188,0,1
3250 Spruce Avenue,2853,exempt,PUBLIC,2764,Exemption,Bremerton,11,Kitsap,Bremerton,Educational Service District 114,416,416,School,K-12,Personal,2.5%,47.59379,-122.62767,1,2.6%,Yes,1,View Ridge Elementary Arts Academy,2018-19,Bremerton,WA,PUBLIC,2.9%,98310,0,1
1500 Rocky Point Rd,3108,exempt,PUBLIC,2764,Exemption,Bremerton,14,Kitsap,Bremerton,Educational Service District 114,387,387,School,K-12,Personal,3.5%,47.57564,-122.6677,1,3.6%,Yes,1,Crownhill Elementary School,2018-19,Bremerton,WA,PUBLIC,3.8%,98312,0,1
1111 Carr Blvd.,4421,exempt,PUBLIC,2764,Exemption,Bremerton,9,Kitsap,Bremerton,Educational Service District 114,421,421,School,K-12,Personal,2.0%,47.57099,-122.69454,1,2.1%,Yes,1,Kitsap Lake Elementary,2018-19,Bremerton,WA,PUBLIC,2.3%,98312,0,1
330 NE Foster Road,4014,exempt,PUBLIC,2764,Exemption,Bremerton,2,Kitsap,Central Kitsap,Educational Service District 114,335,335,School,K-12,Personal,0.5%,47.64148,-122.64941,1,0.6%,Yes,1,Cottonwood Elementary School Bremerton,2018-19,Central Kitsap,WA,PUBLIC,0.8%,98311,0,1
2650 NE John Carlson Rd,4015,exempt,PUBLIC,2764,Exemption,Bremerton,3,Kitsap,Central Kitsap,Educational Service District 114,360,360,School,K-12,Personal,0.7%,47.63226,-122.61464,1,0.8%,Yes,1,Esquire Hills Elementary,2018-19,Central Kitsap,WA,PUBLIC,1.1%,98311,0,1
7420 Central Valley Rd,4135,exempt,PUBLIC,2764,Exemption,Bremerton,6,Kitsap,Central Kitsap,Educational Service District 114,397,397,School,K-12,Personal,1.4%,47.63115,-122.65014,1,1.5%,Yes,1,Woodlands Elementary,2018-19,Central Kitsap,WA,PUBLIC,1.7%,98311,0,1
5530 Pine Road NE,4527,exempt,PUBLIC,2764,Exemption,Bremerton,5,Kitsap,Central Kitsap,Educational Service District 114,399,399,School,K-12,Personal,1.1%,47.61305,-122.63927,1,1.3%,Yes,1,Pinecrest Elementary,2018-19,Central Kitsap,WA,PUBLIC,1.5%,98311,0,1
8795 Illahee Rd NE,2994,exempt,PUBLIC,2764,Exemption,Bremerton,12,Kitsap,Central Kitsap,Educational Service District 114,459,459,School,K-12,Personal,2.5%,47.64295,-122.60595,1,2.6%,Yes,1,Brownsville Elementary,2018-19,Central Kitsap,WA,PUBLIC,2.8%,98311,0,1
3860 Boundary Trail NW,4393,exempt,PUBLIC,2764,Exemption,Bremerton,6,Kitsap,Central Kitsap,Educational Service District 114,363,363,School,K-12,Personal,1.5%,47.59694,-122.82072,1,1.7%,Yes,1,Green Mountain Elementary,2018-19,Central Kitsap,WA,PUBLIC,1.9%,98312,0,1
2900 Austin Drive,3594,exempt,PUBLIC,2764,Exemption,Bremerton,9,Kitsap,Central Kitsap,Educational Service District 114,484,484,School,K-12,Personal,1.8%,47.59558,-122.69731,1,1.9%,Yes,1,John D Bud Hawk Elementary At Jackson,2018-19,Central Kitsap,WA,PUBLIC,2.0%,98312,0,1
10622 Hillsboro Drive N,4372,exempt,PUBLIC,2764,Exemption,Silverdale,15,Kitsap,Central Kitsap,Educational Service District 114,394,394,School,K-12,Personal,3.7%,47.66279,-122.69335,1,3.8%,Yes,1,Silver Ridge Elementary,2018-19,Central Kitsap,WA,PUBLIC,4.0%,98383,0,1
13200 Olympic View Rd N,4341,exempt,PUBLIC,2764,Exemption,Silverdale,3,Kitsap,Central Kitsap,Educational Service District 114,438,438,School,K-12,Personal,0.6%,47.68302,-122.72733,1,0.7%,Yes,1,Cougar Valley Elementary,2018-19,Central Kitsap,WA,PUBLIC,0.9%,98383,0,1
1260 Pinnacle Court,4444,exempt,PUBLIC,2764,Exemption,Silverdale,7,Kitsap,Central Kitsap,Educational Service District 114,454,454,School,K-12,Personal,1.4%,47.67486,-122.66719,1,1.5%,Yes,1,Emerald Heights Elementary,2018-19,Central Kitsap,WA,PUBLIC,1.7%,98383,0,1
9100 Dickey Road,4101,exempt,PUBLIC,2764,Exemption,Silverdale,8,Kitsap,Central Kitsap,Educational Service District 114,460,460,School,K-12,Personal,1.6%,47.64454,-122.71915,1,1.7%,Yes,1,Silverdale Elementary,2018-19,Central Kitsap,WA,PUBLIC,1.9%,98383,0,1
12901 Winter Creek Ave,4016,exempt,PUBLIC,2764,Exemption,Silverdale,1,Kitsap,Central Kitsap,Educational Service District 114,481,481,School,K-12,Personal,0.1%,47.68394,-122.70149,1,0.2%,Yes,1,Clear Creek Elementary School,2018-19,Central Kitsap,WA,PUBLIC,0.4%,98383,0,1
27089 Highland Rd NE,2798,exempt,PUBLIC,2764,Exemption,Kingston,17,Kitsap,North Kitsap,Educational Service District 114,358,358,School,K-12,Personal,4.6%,47.80816,-122.55235,1,4.7%,Yes,1,David Wolfle Elementary,2018-19,North Kitsap,WA,PUBLIC,5.0%,98346,0,1
26331 Barber Cut Off Rd,4467,exempt,PUBLIC,2764,Exemption,Kingston,26,Kitsap,North Kitsap,Educational Service District 114,436,436,School,K-12,Personal,5.8%,47.79819,-122.50918,1,6.0%,Yes,1,Richard Gordon Elementary,2018-19,North Kitsap,WA,PUBLIC,6.2%,98346,0,1
15650 Central Valley Rd,2854,exempt,PUBLIC,2764,Exemption,Poulsbo,11,Kitsap,North Kitsap,Educational Service District 114,317,317,School,K-12,Personal,3.3%,47.70514,-122.65451,1,3.5%,Yes,1,Hilder Pearson Elementary,2018-19,North Kitsap,WA,PUBLIC,3.7%,98370,0,1
18531 Noll Rd NE,2026,exempt,PUBLIC,2764,Exemption,Poulsbo,15,Kitsap,North Kitsap,Educational Service District 114,526,526,School,K-12,Personal,2.7%,47.73132,-122.61656,1,2.9%,Yes,1,Poulsbo Elementary School,2018-19,North Kitsap,WA,PUBLIC,3.0%,98370,0,1
22104 Rhododendron Ln N,4461,exempt,PUBLIC,2764,Exemption,Poulsbo,15,Kitsap,North Kitsap,Educational Service District 114,586,586,School,K-12,Personal,2.5%,47.76177,-122.67575,1,2.6%,Yes,1,Vinland Elementary,2018-19,North Kitsap,WA,PUBLIC,2.7%,98370,0,1
18950 Park Ave NE,3391,exempt,PUBLIC,2764,Exemption,Suquamish,13,Kitsap,North Kitsap,Educational Service District 114,402,402,School,K-12,Personal,3.1%,47.7348,-122.55705,1,3.2%,Yes,1,Suquamish Elementary School,2018-19,North Kitsap,WA,PUBLIC,3.5%,98392,0,1
6100 SE DENNY BOND BLVD,2995,exempt,PUBLIC,2764,Exemption,Port Orchar,23,Kitsap,South Kitsap,Educational Service District 114,343,343,School,K-12,Personal,6.5%,47.43262,-122.57302,1,6.7%,Yes,1,Olalla Elementary School,2018-19,South Kitsap,WA,PUBLIC,7.0%,98359,0,1
3281 Banner Road SE,3110,exempt,PUBLIC,2764,Exemption,Port Orchar,15,Kitsap,South Kitsap,Educational Service District 114,332,332,School,K-12,Personal,4.3%,47.51828,-122.54459,1,4.5%,Yes,1,South Colby Elementary,2018-19,South Kitsap,WA,PUBLIC,4.8%,98366,0,1
1901 CALIFORNIA AVE E,4079,exempt,PUBLIC,2764,Exemption,Port Orchar,15,Kitsap,South Kitsap,Educational Service District 114,447,447,School,K-12,Personal,3.2%,47.55208,-122.55656,1,3.4%,Yes,1,Manchester Elementary School,2018-19,South Kitsap,WA,PUBLIC,3.6%,98366,0,1
3900 SE MULLENIX RD,4350,exempt,PUBLIC,2764,Exemption,Port Orchar,10,Kitsap,South Kitsap,Educational Service District 114,425,425,School,K-12,Personal,2.2%,47.46876,-122.6025,1,2.4%,Yes,1,Mullenix Ridge Elementary School,2018-19,South Kitsap,WA,PUBLIC,2.6%,98367,0,1
5455 CONVERSE ROAD SE,4348,exempt,PUBLIC,2764,Exemption,Port Orchar,21,Kitsap,South Kitsap,Educational Service District 114,458,458,School,K-12,Personal,4.4%,47.4983,-122.62131,1,4.6%,Yes,1,Hidden Creek Elementary School,2018-19,South Kitsap,WA,PUBLIC,4.8%,98367,0,1
100 SW LAKEWAY BLVD,4029,exempt,PUBLIC,2764,Exemption,Port Orchar,27,Kitsap,South Kitsap,Educational Service District 114,477,477,School,K-12,Personal,5.5%,47.43952,-122.64971,1,5.7%,Yes,1,Burley Glenwood Elementary,2018-19,South Kitsap,WA,PUBLIC,5.9%,98367,0,1
4183 SUNNYSLOPE RD SW,4141,exempt,PUBLIC,2764,Exemption,Port Orchar,19,Kitsap,South Kitsap,Educational Service District 114,486,486,School,K-12,Personal,3.8%,47.50567,-122.73463,1,3.9%,Yes,1,Sunnyslope Elementary Port Orchard,2018-19,South Kitsap,WA,PUBLIC,4.1%,98367,0,1
4704 Blakely Ave NE,3552,exempt,PUBLIC,2764,Exemption,Bainbridge,13,Kitsap,Bainbridge Island,Educational Service District 121,326,326,School,K-12,Personal,3.8%,47.60772,-122.53722,1,4.0%,Yes,1,Capt Johnston Blakely Elem Sch,2018-19,Bainbridge Island,WA,PUBLIC,4.3%,98110,0,1
12781 Madison Ave NE,3043,exempt,PUBLIC,2764,Exemption,Bainbridge,21,Kitsap,Bainbridge Island,Educational Service District 121,349,349,School,K-12,Personal,5.8%,47.67905,-122.5212,1,6.0%,Yes,1,Capt Charles Wilkes Elem School,2018-19,Bainbridge Island,WA,PUBLIC,6.3%,98110,0,1
8555 Madison Ave NE,4062,exempt,PUBLIC,2764,Exemption,Bainbridge,18,Kitsap,Bainbridge Island,Educational Service District 121,364,364,School,K-12,Personal,4.8%,47.6428,-122.5211,1,4.9%,Yes,1,Ordway Elementary,2018-19,Bainbridge Island,WA,PUBLIC,5.2%,98110,0,1
2696 SR 903,2328,exempt,PUBLIC,2764,Exemption,Cle Elum,20,Kittitas,Cle Elum-Roslyn,Educational Service District 105,405,405,School,K-12,Personal,4.8%,47.18938,-120.93341,1,4.9%,Yes,1,Cle Elum Roslyn Elementary,2018-19,Cle Elum-Roslyn,WA,PUBLIC,5.2%,98922,0,1
3600 Umptanum Rd.,2077,exempt,PUBLIC,2764,Exemption,Ellensburg,0,Kittitas,Damman,Educational Service District 105,36,36,School,K-12,Personal,0.0%,46.96194,-120.56863,1,0.0%,Yes,1,Damman Elementary,2018-19,Damman,WA,PUBLIC,2.0%,98926,0,1
200 S. Sampson,2741,exempt,PUBLIC,2764,Exemption,Ellensburg,21,Kittitas,Ellensburg,Educational Service District 105,496,496,School,K-12,Personal,4.1%,46.99048,-120.54009,1,4.2%,Yes,1,Lincoln Elementary,2018-19,Ellensburg,WA,PUBLIC,4.4%,98926,0,1
705 W. 15th,3596,exempt,PUBLIC,2764,Exemption,Ellensburg,14,Kittitas,Ellensburg,Educational Service District 105,507,507,School,K-12,Personal,2.6%,47.00634,-120.55833,1,2.8%,Yes,1,Mt Stuart Elementary,2018-19,Ellensburg,WA,PUBLIC,2.9%,98926,0,1
1508 E 3rd,4411,exempt,PUBLIC,2764,Exemption,Ellensburg,16,Kittitas,Ellensburg,Educational Service District 105,548,548,School,K-12,Personal,2.8%,46.99472,-120.53133,1,2.9%,Yes,1,Valley View Elementary School,2018-19,Ellensburg,WA,PUBLIC,3.1%,98926,0,1
PO Box 599,2569,exempt,PUBLIC,2764,Exemption,Kittitas,7,Kittitas,Kittitas,Educational Service District 105,278,278,School,K-12,Personal,2.3%,46.98499,-120.41765,1,2.5%,Yes,1,Kittitas Elementary School,2018-19,Kittitas,WA,PUBLIC,2.8%,98934,0,1
P.O. Box 248,3530,exempt,PUBLIC,2764,Exemption,Roosevelt,0,Klickitat,Bickleton,Educational Service District 105,23,23,School,K-12,Personal,0.0%,45.80199,-120.50074,1,0.0%,Yes,1,Roosevelt Elementary School,2018-19,Bickleton,WA,PUBLIC,3.2%,99356,0,1
820 S. SCHUSTER ST,2677,exempt,PUBLIC,2764,Exemption,Goldendale,26,Klickitat,Goldendale,Educational Service District 105,363,363,School,K-12,Personal,7.0%,45.81704,-120.81744,1,7.2%,Yes,1,Goldendale Primary School,2018-19,Goldendale,WA,PUBLIC,7.4%,98620,0,1
PO Box 12,3047,exempt,PUBLIC,2764,Exemption,Glenwood,1,Klickitat,Glenwood,Educational Service District 112,29,29,School,K-12,Personal,2.2%,46.00663,-121.27876,1,3.4%,Yes,1,Glenwood Elementary,2018-19,Glenwood,WA,PUBLIC,6.0%,98619,0,1
P.O. Box 368,3049,exempt,PUBLIC,2764,Exemption,Lyle,3,Klickitat,Lyle,Educational Service District 112,123,123,School,K-12,Personal,2.1%,45.69442,-121.27946,1,2.4%,Yes,1,Dallesport Elementary,2018-19,Lyle,WA,PUBLIC,3.1%,98635,0,1
PO Box 488,3062,exempt,PUBLIC,2764,Exemption,Trout Lake,19,Klickitat,Trout Lake,Educational Service District 112,80,80,School,K-12,Personal,22.9%,45.97507,-121.50396,1,23.8%,Yes,1,Trout Lake Elementary,2018-19,Trout Lake,WA,PUBLIC,24.8%,98650,0,1
PO BOX 1279,2997,exempt,PUBLIC,2764,Exemption,White Salmo,16,Klickitat,White Salmon,Educational Service District 112,388,388,School,K-12,Personal,4.0%,45.75849,-121.47337,1,4.1%,Yes,1,Hulan L Whitson Elem,2018-19,White Salmon,WA,PUBLIC,4.4%,98672,0,1
1620 Harrison Avenue,2704,exempt,PUBLIC,2764,Exemption,Centralia,6,Lewis,Centralia,Educational Service District 113,375,375,School,K-12,Personal,1.5%,46.73478,-122.98859,1,1.6%,Yes,1,Fords Prairie Elementary,2018-19,Centralia,WA,PUBLIC,1.8%,98531,0,1
400 West Summa,3172,exempt,PUBLIC,2764,Exemption,Centralia,17,Lewis,Centralia,Educational Service District 113,379,379,School,K-12,Personal,4.3%,46.70608,-122.96316,1,4.5%,Yes,1,Jefferson Lincoln Elementary,2018-19,Centralia,WA,PUBLIC,4.7%,98531,0,1
607 H Street,2244,exempt,PUBLIC,2764,Exemption,Centralia,1,Lewis,Centralia,Educational Service District 113,411,411,School,K-12,Personal,0.2%,46.72174,-122.95915,1,0.2%,Yes,1,Edison Elementary,2018-19,Centralia,WA,PUBLIC,0.4%,98531,0,1
1220 Bishop Rd,5509,exempt,PUBLIC,2764,Exemption,Chehalis,27,Lewis,Chehalis,Educational Service District 113,661,661,School,K-12,Personal,4.0%,46.64079,-122.94165,1,4.1%,Yes,1,James W Lintott Elementary School,2018-19,Chehalis,WA,PUBLIC,4.2%,98532,0,1
540 Carlisle Ave.,3239,exempt,PUBLIC,2764,Exemption,Onalaska,5,Lewis,Onalaska,Educational Service District 113,373,373,School,K-12,Personal,1.2%,46.59899,-122.70302,1,1.3%,Yes,1,Onalaska Elementary School,2018-19,Onalaska,WA,PUBLIC,1.6%,98570,0,1
P.O. Box 28,2227,exempt,PUBLIC,2764,Exemption,Adna,10,Lewis,Pe Ell,Educational Service District 113,249,249,School,K-12,Personal,3.8%,46.57132,-123.29838,1,4.0%,Yes,1,Adna Elementary School,2018-19,Adna,WA,PUBLIC,4.4%,98522,0,1
405 NW BENTON,2290,exempt,PUBLIC,2764,Exemption,Winlock,8,Lewis,Winlock,Educational Service District 113,341,341,School,K-12,Personal,2.2%,46.49259,-122.94062,1,2.3%,Yes,1,Winlock Miller Elementary,2018-19,Winlock,WA,PUBLIC,2.6%,98596,0,1
601 WASHINGTON STREET,2668,exempt,PUBLIC,2764,Exemption,Davenport,7,Lincoln,Davenport,Educational Service District 101,232,232,School,K-12,Personal,2.8%,47.64912,-118.14919,1,3.0%,Yes,1,Davenport Elementary,2018-19,Davenport,WA,PUBLIC,3.4%,99122,0,1
PO Box 305,3050,exempt,PUBLIC,2764,Exemption,Sprague,0,Lincoln,Sprague,Educational Service District 101,42,42,School,K-12,Personal,0.0%,47.31973,-118.01488,1,0.0%,Yes,1,Sprague Elementary,2018-19,Sprague,WA,PUBLIC,1.8%,99032,0,1
111 N State Route 106,2310,exempt,PUBLIC,2764,Exemption,Shelton,2,Mason,Hood Canal,Educational Service District 113,194,194,School,K-12,Personal,0.8%,47.33258,-123.1575,1,1.0%,Yes,1,Hood Canal Elementary School,2018-19,Hood Canal,WA,PUBLIC,1.4%,98584,0,1
112 E SPENCER LAKE RD.,4463,exempt,PUBLIC,2764,Exemption,Shelton,13,Mason,Pioneer,Educational Service District 113,504,504,School,K-12,Personal,2.5%,47.25742,-122.99971,1,2.6%,Yes,1,Pioneer Elementary Shelton,2018-19,Pioneer,WA,PUBLIC,2.8%,98584,0,1
900 W. Franklin St.,2745,exempt,PUBLIC,2764,Exemption,Shelton,5,Mason,Shelton,Educational Service District 113,539,539,School,K-12,Personal,0.8%,47.21457,-123.10952,1,0.9%,Yes,1,Evergreen Elementary School Shelton,2018-19,Shelton,WA,PUBLIC,1.1%,98584,0,1
900 W. Franklin St.,2745,exempt,PUBLIC,2764,Exemption,Shelton,0,Mason,Shelton,Educational Service District 113,545,545,School,K-12,Personal,0.0%,47.21457,-123.10952,1,0.0%,Yes,1,Evergreen Elementary School Shelton,2018-19,Shelton,WA,PUBLIC,0.1%,98584,0,1
350 E. University Ave.,3291,exempt,PUBLIC,2764,Exemption,Shelton,16,Mason,Shelton,Educational Service District 113,557,557,School,K-12,Personal,2.8%,47.20148,-123.09881,1,2.9%,Yes,1,Bordeaux Elementary School,2018-19,Shelton,WA,PUBLIC,3.0%,98584,0,1
350 E. University Ave.,3291,exempt,PUBLIC,2764,Exemption,Shelton,16,Mason,Shelton,Educational Service District 113,582,582,School,K-12,Personal,2.6%,47.20148,-123.09881,1,2.7%,Yes,1,Bordeaux Elementary School,2018-19,Shelton,WA,PUBLIC,2.9%,98584,0,1
534 E. K St.,3292,exempt,PUBLIC,2764,Exemption,Shelton,10,Mason,Shelton,Educational Service District 113,646,646,School,K-12,Personal,1.5%,47.2271,-123.11876,1,1.5%,Yes,1,Mountain View Elementary Shelton,2018-19,Shelton,WA,PUBLIC,1.7%,98584,0,1
534 E. K St.,3292,exempt,PUBLIC,2764,Exemption,Shelton,10,Mason,Shelton,Educational Service District 113,658,658,School,K-12,Personal,1.4%,47.2271,-123.11876,1,1.5%,Yes,1,Mountain View Elementary Shelton,2018-19,Shelton,WA,PUBLIC,1.7%,98584,0,1
NE 791 Sand Hill Rd.,4320,exempt,PUBLIC,2764,Exemption,Belfair,14,Mason,North Mason,Educational Service District 114,480,480,School,K-12,Personal,2.8%,47.45982,-122.84488,1,2.9%,Yes,1,Sand Hill Elementary,2018-19,North Mason,WA,PUBLIC,3.1%,98528,0,1
503 Crest Dr,2802,exempt,PUBLIC,2764,Exemption,Coulee Dam,9,Okanogan,Grand Coulee Dam,Educational Service District 171,734,734,School,K-12,Personal,1.2%,47.96747,-118.97797,1,1.2%,Yes,1,Lake Roosevelt Elementary,2018-19,Grand Coulee Dam,WA,PUBLIC,1.3%,99116,0,1
PO Box 592,2539,exempt,PUBLIC,2764,Exemption,Okanogan,26,Okanogan,Okanogan,Educational Service District 171,436,436,School,K-12,Personal,5.8%,48.28204,-119.70451,1,6.0%,Yes,1,Grainger Elementary,2018-19,Okanogan,WA,PUBLIC,6.2%,98840,0,1
P O BOX 833,2999,exempt,PUBLIC,2764,Exemption,Omak,14,Okanogan,Omak,Educational Service District 171,422,422,School,K-12,Personal,3.2%,48.41959,-119.50068,1,3.3%,Yes,1,N Omak Elementary,2018-19,Omak,WA,PUBLIC,3.5%,98841,0,1
35ES HIGHWAY 20,3176,exempt,PUBLIC,2764,Exemption,Tonasket,33,Okanogan,Tonasket,Educational Service District 171,501,501,School,K-12,Personal,6.4%,48.68802,-119.31424,1,6.6%,Yes,1,Tonasket Elementary School,2018-19,Tonasket,WA,PUBLIC,6.8%,98855,0,1
793 SR 4,2868,exempt,PUBLIC,2764,Exemption,Naselle,4,Pacific,Naselle-Grays River,Educational Service District 112,166,166,School,K-12,Personal,2.1%,46.3659,-123.76097,1,2.4%,Yes,1,Naselle Elementary,2018-19,Naselle-Grays River,WA,PUBLIC,2.9%,98638,0,1
Long Beach School,3531,exempt,PUBLIC,2764,Exemption,Long Beach,12,Pacific,Ocean Beach,Educational Service District 112,229,229,School,K-12,Personal,5.0%,46.37906,-124.04745,1,5.2%,Yes,1,Long Beach Elementary School,2018-19,Ocean Beach,WA,PUBLIC,5.6%,98631,0,1
PO Box 1220,4039,exempt,PUBLIC,2764,Exemption,Ocean Park,10,Pacific,Ocean Beach,Educational Service District 112,153,153,School,K-12,Personal,6.2%,46.50187,-124.04663,1,6.5%,Yes,1,Ocean Park Elementary,2018-19,Ocean Beach,WA,PUBLIC,7.1%,98640,0,1
PO Box 128,3444,exempt,PUBLIC,2764,Exemption,Menlo,10,Pacific,Willapa Valley,Educational Service District 113,163,163,School,K-12,Personal,5.8%,46.51462,-123.76903,1,6.1%,Yes,1,Willapa Elementary,2018-19,Willapa Valley,WA,PUBLIC,6.7%,98561,0,1
P. O. Box 70,4478,exempt,PUBLIC,2764,Exemption,Newport,25,Pend Oreille,Newport,Educational Service District 101,371,371,School,K-12,Personal,6.6%,48.03827,-117.18171,1,6.7%,Yes,1,Stratton Elementary,2018-19,Newport,WA,PUBLIC,7.0%,99156,0,1
PO Box 68,5075,exempt,PUBLIC,2764,Exemption,Metaline Fa,3,Pend Oreille,Selkirk,Educational Service District 101,125,125,School,K-12,Personal,2.1%,48.90068,-117.38626,1,2.4%,Yes,1,Selkirk Elementary,2018-19,Selkirk,WA,PUBLIC,3.0%,99153,0,1
PO BOX 238,2543,exempt,PUBLIC,2764,Exemption,Roy,12,Pierce,Yelm,Educational Service District 113,355,355,School,K-12,Personal,3.2%,46.92843,-122.50114,1,3.4%,Yes,1,Roy Elementary,2018-19,Yelm,WA,PUBLIC,3.6%,98580,0,1
10412 264th St E,2748,exempt,PUBLIC,2764,Exemption,Graham,13,Pierce,Bethel,Educational Service District 121,386,386,School,K-12,Personal,3.2%,47.01653,-122.29351,1,3.4%,Yes,1,Kapowsin Elementary,2018-19,Bethel,WA,PUBLIC,3.6%,98338,0,1
